path,import,root,category
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,net.minecraft.item.ItemBlock,net.minecraft.item,minecraft
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,net.minecraft.item.ItemDoor,net.minecraft.item,minecraft
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,net.minecraft.item.ItemStack,net.minecraft.item,minecraft
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,net.minecraft.item.crafting.IRecipe,net.minecraft.item,minecraft
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,net.minecraft.util.ResourceLocation,net.minecraft.util,minecraft
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,net.minecraft.world.World,net.minecraft.world,minecraft
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,net.minecraft.world.WorldType,net.minecraft.world,minecraft
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,net.minecraft.world.biome.Biome,net.minecraft.world,minecraft
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,net.minecraftforge.client.event.ModelRegistryEvent,net.minecraftforge.client,client_api
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,net.minecraftforge.common.BiomeDictionary,net.minecraftforge.common,minecraft
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,net.minecraftforge.common.ForgeChunkManager,net.minecraftforge.common,minecraft
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,net.minecraftforge.common.MinecraftForge,net.minecraftforge.common,minecraft
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,net.minecraftforge.common.config.Configuration,net.minecraftforge.common,minecraft
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,net.minecraftforge.event.RegistryEvent,net.minecraftforge.event,minecraft
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,net.minecraftforge.fluids.Fluid,net.minecraftforge.fluids,minecraft
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,net.minecraftforge.fluids.FluidRegistry,net.minecraftforge.fluids,minecraft
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,net.minecraftforge.fml.common.FMLCommonHandler,net.minecraftforge.fml,minecraft
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,net.minecraftforge.fml.common.Loader,net.minecraftforge.fml,minecraft
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,net.minecraftforge.fml.common.Mod,net.minecraftforge.fml,minecraft
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,net.minecraftforge.fml.common.Mod.EventHandler,net.minecraftforge.fml,minecraft
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,net.minecraftforge.fml.common.Mod.Instance,net.minecraftforge.fml,minecraft
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,net.minecraftforge.fml.common.SidedProxy,net.minecraftforge.fml,minecraft
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,net.minecraftforge.fml.common.event.*,net.minecraftforge.fml,minecraft
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,net.minecraftforge.fml.common.eventhandler.EventPriority,net.minecraftforge.fml,minecraft
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,net.minecraftforge.fml.common.eventhandler.SubscribeEvent,net.minecraftforge.fml,minecraft
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,net.minecraftforge.fml.common.network.NetworkRegistry,net.minecraftforge.fml,minecraft
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,net.minecraftforge.fml.common.registry.EntityRegistry,net.minecraftforge.fml,minecraft
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,net.minecraftforge.fml.common.registry.GameRegistry,net.minecraftforge.fml,minecraft
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,net.minecraftforge.fml.relauncher.Side,net.minecraftforge.fml,minecraft
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,net.minecraftforge.fml.relauncher.SideOnly,net.minecraftforge.fml,minecraft
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,net.minecraftforge.oredict.OreDictionary,net.minecraftforge.oredict,minecraft
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,net.minecraftforge.oredict.OreDictionary.OreRegisterEvent,net.minecraftforge.oredict,minecraft
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,org.apache.logging.log4j.LogManager,org.apache.logging,third_party
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,org.apache.logging.log4j.Logger,org.apache.logging,third_party
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.advancedRocketry.advancements.ARAdvancements,zmaster587.advancedRocketry.advancements,upstream_internal
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.advancedRocketry.api.*,zmaster587.advancedRocketry.api,upstream_internal
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.advancedRocketry.api.capability.CapabilitySpaceArmor,zmaster587.advancedRocketry.api,upstream_internal
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.advancedRocketry.api.satellite.SatelliteProperties,zmaster587.advancedRocketry.api,upstream_internal
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.advancedRocketry.armor.ItemSpaceArmor,zmaster587.advancedRocketry.armor,upstream_internal
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.advancedRocketry.armor.ItemSpaceChest,zmaster587.advancedRocketry.armor,upstream_internal
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.advancedRocketry.block.*,zmaster587.advancedRocketry.block,upstream_internal
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.advancedRocketry.block.multiblock.BlockARHatch,zmaster587.advancedRocketry.block,upstream_internal
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.advancedRocketry.block.plant.BlockLightwoodLeaves,zmaster587.advancedRocketry.block,upstream_internal
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.advancedRocketry.block.plant.BlockLightwoodPlanks,zmaster587.advancedRocketry.block,upstream_internal
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.advancedRocketry.block.plant.BlockLightwoodSapling,zmaster587.advancedRocketry.block,upstream_internal
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.advancedRocketry.block.plant.BlockLightwoodWood,zmaster587.advancedRocketry.block,upstream_internal
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.advancedRocketry.capability.CapabilityProtectiveArmor,zmaster587.advancedRocketry.capability,upstream_internal
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.advancedRocketry.command.WorldCommand,zmaster587.advancedRocketry.command,upstream_internal
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.advancedRocketry.common.CommonProxy,zmaster587.advancedRocketry.common,upstream_internal
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.advancedRocketry.dimension.DimensionManager,zmaster587.advancedRocketry.dimension,upstream_internal
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.advancedRocketry.dimension.DimensionProperties,zmaster587.advancedRocketry.dimension,upstream_internal
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.advancedRocketry.dimension.DimensionProperties.AtmosphereTypes,zmaster587.advancedRocketry.dimension,upstream_internal
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.advancedRocketry.dimension.DimensionProperties.Temps,zmaster587.advancedRocketry.dimension,upstream_internal
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.advancedRocketry.enchant.EnchantmentSpaceBreathing,zmaster587.advancedRocketry.enchant,upstream_internal
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.advancedRocketry.entity.*,zmaster587.advancedRocketry.entity,upstream_internal
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.advancedRocketry.event.CableTickHandler,zmaster587.advancedRocketry.event,upstream_internal
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.advancedRocketry.event.PlanetEventHandler,zmaster587.advancedRocketry.event,upstream_internal
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.advancedRocketry.event.WorldEvents,zmaster587.advancedRocketry.event,upstream_internal
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.advancedRocketry.integration.CompatibilityMgr,zmaster587.advancedRocketry.integration,upstream_internal
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.advancedRocketry.integration.GalacticCraftHandler,zmaster587.advancedRocketry.integration,upstream_internal
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.advancedRocketry.item.*,zmaster587.advancedRocketry.item,upstream_internal
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.advancedRocketry.item.components.ItemJetpack,zmaster587.advancedRocketry.item,upstream_internal
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.advancedRocketry.item.components.ItemPressureTank,zmaster587.advancedRocketry.item,upstream_internal
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.advancedRocketry.item.components.ItemUpgrade,zmaster587.advancedRocketry.item,upstream_internal
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.advancedRocketry.item.tools.ItemBasicLaserGun,zmaster587.advancedRocketry.item,upstream_internal
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.advancedRocketry.mission.MissionGasCollection,zmaster587.advancedRocketry.mission,upstream_internal
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.advancedRocketry.mission.MissionOreMining,zmaster587.advancedRocketry.mission,upstream_internal
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.advancedRocketry.network.*,zmaster587.advancedRocketry.network,upstream_internal
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.advancedRocketry.satellite.*,zmaster587.advancedRocketry.satellite,upstream_internal
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.advancedRocketry.stations.SpaceObjectManager,zmaster587.advancedRocketry.stations,upstream_internal
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.advancedRocketry.stations.SpaceStationObject,zmaster587.advancedRocketry.stations,upstream_internal
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.advancedRocketry.tile.*,zmaster587.advancedRocketry.tile,upstream_internal
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.advancedRocketry.tile.atmosphere.*,zmaster587.advancedRocketry.tile,upstream_internal
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.advancedRocketry.tile.cables.TileDataPipe,zmaster587.advancedRocketry.tile,upstream_internal
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.advancedRocketry.tile.cables.TileEnergyPipe,zmaster587.advancedRocketry.tile,upstream_internal
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.advancedRocketry.tile.cables.TileLiquidPipe,zmaster587.advancedRocketry.tile,upstream_internal
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.advancedRocketry.tile.cables.TileWirelessTransciever,zmaster587.advancedRocketry.tile,upstream_internal
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.advancedRocketry.tile.hatch.TileDataBus,zmaster587.advancedRocketry.tile,upstream_internal
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.advancedRocketry.tile.hatch.TileSatelliteHatch,zmaster587.advancedRocketry.tile,upstream_internal
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.advancedRocketry.tile.infrastructure.*,zmaster587.advancedRocketry.tile,upstream_internal
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.advancedRocketry.tile.multiblock.*,zmaster587.advancedRocketry.tile,upstream_internal
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.advancedRocketry.tile.multiblock.energy.TileBlackHoleGenerator,zmaster587.advancedRocketry.tile,upstream_internal
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.advancedRocketry.tile.multiblock.energy.TileMicrowaveReciever,zmaster587.advancedRocketry.tile,upstream_internal
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.advancedRocketry.tile.multiblock.energy.TileSolarArray,zmaster587.advancedRocketry.tile,upstream_internal
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.advancedRocketry.tile.multiblock.machine.*,zmaster587.advancedRocketry.tile,upstream_internal
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.advancedRocketry.tile.multiblock.orbitallaserdrill.TileOrbitalLaserDrill,zmaster587.advancedRocketry.tile,upstream_internal
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.advancedRocketry.tile.satellite.TileSatelliteBuilder,zmaster587.advancedRocketry.tile,upstream_internal
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.advancedRocketry.tile.satellite.TileSatelliteTerminal,zmaster587.advancedRocketry.tile,upstream_internal
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.advancedRocketry.tile.station.*,zmaster587.advancedRocketry.tile,upstream_internal
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.advancedRocketry.util.*,zmaster587.advancedRocketry.util,upstream_internal
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.advancedRocketry.world.biome.*,zmaster587.advancedRocketry.world,upstream_internal
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.advancedRocketry.world.decoration.MapGenLander,zmaster587.advancedRocketry.world,upstream_internal
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.advancedRocketry.world.ore.OreGenerator,zmaster587.advancedRocketry.world,upstream_internal
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.advancedRocketry.world.provider.WorldProviderPlanet,zmaster587.advancedRocketry.world,upstream_internal
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.advancedRocketry.world.type.WorldTypePlanetGen,zmaster587.advancedRocketry.world,upstream_internal
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.advancedRocketry.world.type.WorldTypeSpace,zmaster587.advancedRocketry.world,upstream_internal
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.libVulpes.LibVulpes,zmaster587.libVulpes.LibVulpes,libvulpes
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.libVulpes.api.LibVulpesBlocks,zmaster587.libVulpes.api,libvulpes
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.libVulpes.api.LibVulpesItems,zmaster587.libVulpes.api,libvulpes
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.libVulpes.api.material.AllowedProducts,zmaster587.libVulpes.api,libvulpes
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.libVulpes.api.material.MaterialRegistry,zmaster587.libVulpes.api,libvulpes
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.libVulpes.api.material.MixedMaterial,zmaster587.libVulpes.api,libvulpes
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.libVulpes.block.*,zmaster587.libVulpes.block,libvulpes
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.libVulpes.block.multiblock.BlockMultiBlockComponentVisible,zmaster587.libVulpes.block,libvulpes
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.libVulpes.block.multiblock.BlockMultiBlockComponentVisibleAlphaTexture,zmaster587.libVulpes.block,libvulpes
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.libVulpes.block.multiblock.BlockMultiblockMachine,zmaster587.libVulpes.block,libvulpes
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.libVulpes.inventory.GuiHandler,zmaster587.libVulpes.inventory,libvulpes
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.libVulpes.items.ItemBlockMeta,zmaster587.libVulpes.items,libvulpes
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.libVulpes.items.ItemIngredient,zmaster587.libVulpes.items,libvulpes
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.libVulpes.items.ItemProjector,zmaster587.libVulpes.items,libvulpes
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.libVulpes.network.PacketHandler,zmaster587.libVulpes.network,libvulpes
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.libVulpes.network.PacketItemModifcation,zmaster587.libVulpes.network,libvulpes
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.libVulpes.recipe.RecipesMachine,zmaster587.libVulpes.recipe,libvulpes
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.libVulpes.tile.TileMaterial,zmaster587.libVulpes.tile,libvulpes
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.libVulpes.tile.multiblock.TileMultiBlock,zmaster587.libVulpes.tile,libvulpes
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.libVulpes.util.FluidUtils,zmaster587.libVulpes.util,libvulpes
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.libVulpes.util.HashedBlockPosition,zmaster587.libVulpes.util,libvulpes
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.libVulpes.util.InputSyncHandler,zmaster587.libVulpes.util,libvulpes
src/main/java/zmaster587/advancedRocketry/AdvancedRocketry.java,zmaster587.libVulpes.util.SingleEntry,zmaster587.libVulpes.util,libvulpes
src/main/java/zmaster587/advancedRocketry/Test.java,java.util.LinkedList,java.util.LinkedList,jdk
src/main/java/zmaster587/advancedRocketry/Test.java,net.minecraft.init.Blocks,net.minecraft.init,minecraft
src/main/java/zmaster587/advancedRocketry/Test.java,net.minecraft.item.ItemStack,net.minecraft.item,minecraft
src/main/java/zmaster587/advancedRocketry/Test.java,net.minecraft.util.math.BlockPos,net.minecraft.util,minecraft
src/main/java/zmaster587/advancedRocketry/Test.java,zmaster587.advancedRocketry.api.ARConfiguration,zmaster587.advancedRocketry.api,upstream_internal
src/main/java/zmaster587/advancedRocketry/Test.java,zmaster587.advancedRocketry.util.Asteroid,zmaster587.advancedRocketry.util,upstream_internal
src/main/java/zmaster587/advancedRocketry/advancements/ARAdvancements.java,java.lang.reflect.Method,java.lang.reflect,jdk
src/main/java/zmaster587/advancedRocketry/advancements/ARAdvancements.java,net.minecraft.advancements.CriteriaTriggers,net.minecraft.advancements,minecraft
src/main/java/zmaster587/advancedRocketry/advancements/ARAdvancements.java,net.minecraft.advancements.ICriterionTrigger,net.minecraft.advancements,minecraft
src/main/java/zmaster587/advancedRocketry/advancements/ARAdvancements.java,net.minecraftforge.fml.relauncher.ReflectionHelper,net.minecraftforge.fml,minecraft
src/main/java/zmaster587/advancedRocketry/advancements/CustomTrigger.java,com.google.common.collect.Maps,com.google.common,third_party
src/main/java/zmaster587/advancedRocketry/advancements/CustomTrigger.java,com.google.gson.JsonDeserializationContext,com.google.gson,third_party
src/main/java/zmaster587/advancedRocketry/advancements/CustomTrigger.java,com.google.gson.JsonObject,com.google.gson,third_party
src/main/java/zmaster587/advancedRocketry/advancements/CustomTrigger.java,java.util.*,java.util.*,jdk
src/main/java/zmaster587/advancedRocketry/advancements/CustomTrigger.java,javax.annotation.Nonnull,javax.annotation.Nonnull,jdk
src/main/java/zmaster587/advancedRocketry/advancements/CustomTrigger.java,javax.annotation.ParametersAreNonnullByDefault,javax.annotation.ParametersAreNonnullByDefault,jdk
src/main/java/zmaster587/advancedRocketry/advancements/CustomTrigger.java,net.minecraft.advancements.ICriterionTrigger,net.minecraft.advancements,minecraft
src/main/java/zmaster587/advancedRocketry/advancements/CustomTrigger.java,net.minecraft.advancements.PlayerAdvancements,net.minecraft.advancements,minecraft
src/main/java/zmaster587/advancedRocketry/advancements/CustomTrigger.java,net.minecraft.advancements.critereon.AbstractCriterionInstance,net.minecraft.advancements,minecraft
src/main/java/zmaster587/advancedRocketry/advancements/CustomTrigger.java,net.minecraft.entity.player.EntityPlayerMP,net.minecraft.entity,minecraft
src/main/java/zmaster587/advancedRocketry/advancements/CustomTrigger.java,net.minecraft.util.ResourceLocation,net.minecraft.util,minecraft
src/main/java/zmaster587/advancedRocketry/api/ARConfiguration.java,java.io.IOException,java.io.IOException,jdk
src/main/java/zmaster587/advancedRocketry/api/ARConfiguration.java,java.io.InvalidClassException,java.io.InvalidClassException,jdk
src/main/java/zmaster587/advancedRocketry/api/ARConfiguration.java,java.lang.annotation.ElementType,java.lang.annotation,jdk
src/main/java/zmaster587/advancedRocketry/api/ARConfiguration.java,java.lang.annotation.Retention,java.lang.annotation,jdk
src/main/java/zmaster587/advancedRocketry/api/ARConfiguration.java,java.lang.annotation.RetentionPolicy,java.lang.annotation,jdk
src/main/java/zmaster587/advancedRocketry/api/ARConfiguration.java,java.lang.annotation.Target,java.lang.annotation,jdk
src/main/java/zmaster587/advancedRocketry/api/ARConfiguration.java,java.lang.reflect.Field,java.lang.reflect,jdk
src/main/java/zmaster587/advancedRocketry/api/ARConfiguration.java,java.util.*,java.util.*,jdk
src/main/java/zmaster587/advancedRocketry/api/ARConfiguration.java,net.minecraft.block.Block,net.minecraft.block,minecraft
src/main/java/zmaster587/advancedRocketry/api/ARConfiguration.java,net.minecraft.entity.Entity,net.minecraft.entity,minecraft
src/main/java/zmaster587/advancedRocketry/api/ARConfiguration.java,net.minecraft.entity.EntityList,net.minecraft.entity,minecraft
src/main/java/zmaster587/advancedRocketry/api/ARConfiguration.java,net.minecraft.entity.item.EntityArmorStand,net.minecraft.entity,minecraft
src/main/java/zmaster587/advancedRocketry/api/ARConfiguration.java,net.minecraft.item.Item,net.minecraft.item,minecraft
src/main/java/zmaster587/advancedRocketry/api/ARConfiguration.java,net.minecraft.item.ItemStack,net.minecraft.item,minecraft
src/main/java/zmaster587/advancedRocketry/api/ARConfiguration.java,net.minecraft.network.PacketBuffer,net.minecraft.network,minecraft
src/main/java/zmaster587/advancedRocketry/api/ARConfiguration.java,net.minecraft.util.ResourceLocation,net.minecraft.util,minecraft
src/main/java/zmaster587/advancedRocketry/api/ARConfiguration.java,net.minecraftforge.common.config.Configuration,net.minecraftforge.common,minecraft
src/main/java/zmaster587/advancedRocketry/api/ARConfiguration.java,net.minecraftforge.fluids.Fluid,net.minecraftforge.fluids,minecraft
src/main/java/zmaster587/advancedRocketry/api/ARConfiguration.java,net.minecraftforge.fluids.FluidRegistry,net.minecraftforge.fluids,minecraft
src/main/java/zmaster587/advancedRocketry/api/ARConfiguration.java,net.minecraftforge.oredict.OreDictionary,net.minecraftforge.oredict,minecraft
src/main/java/zmaster587/advancedRocketry/api/ARConfiguration.java,org.apache.logging.log4j.LogManager,org.apache.logging,third_party
src/main/java/zmaster587/advancedRocketry/api/ARConfiguration.java,org.apache.logging.log4j.Logger,org.apache.logging,third_party
src/main/java/zmaster587/advancedRocketry/api/ARConfiguration.java,zmaster587.advancedRocketry.api.atmosphere.AtmosphereRegister,zmaster587.advancedRocketry.api,upstream_internal
src/main/java/zmaster587/advancedRocketry/api/ARConfiguration.java,zmaster587.advancedRocketry.api.fuel.FuelRegistry,zmaster587.advancedRocketry.api,upstream_internal
src/main/java/zmaster587/advancedRocketry/api/ARConfiguration.java,zmaster587.advancedRocketry.api.fuel.FuelRegistry.FuelType,zmaster587.advancedRocketry.api,upstream_internal
src/main/java/zmaster587/advancedRocketry/api/ARConfiguration.java,zmaster587.advancedRocketry.atmosphere.AtmosphereVacuum,zmaster587.advancedRocketry.atmosphere,upstream_internal
src/main/java/zmaster587/advancedRocketry/api/ARConfiguration.java,zmaster587.advancedRocketry.dimension.DimensionManager,zmaster587.advancedRocketry.dimension,upstream_internal
src/main/java/zmaster587/advancedRocketry/api/ARConfiguration.java,zmaster587.advancedRocketry.util.Asteroid,zmaster587.advancedRocketry.util,upstream_internal
src/main/java/zmaster587/advancedRocketry/api/ARConfiguration.java,zmaster587.advancedRocketry.util.SealableBlockHandler,zmaster587.advancedRocketry.util,upstream_internal
src/main/java/zmaster587/advancedRocketry/api/AdvancedRocketryAPI.java,net.minecraft.enchantment.Enchantment,net.minecraft.enchantment,minecraft
src/main/java/zmaster587/advancedRocketry/api/AdvancedRocketryAPI.java,zmaster587.advancedRocketry.api.atmosphere.IAtmosphereSealHandler,zmaster587.advancedRocketry.api,upstream_internal
src/main/java/zmaster587/advancedRocketry/api/AdvancedRocketryAPI.java,zmaster587.advancedRocketry.api.dimension.solar.IGalaxy,zmaster587.advancedRocketry.api,upstream_internal
src/main/java/zmaster587/advancedRocketry/api/AdvancedRocketryBiomes.java,java.util.ArrayList,java.util.ArrayList,jdk
src/main/java/zmaster587/advancedRocketry/api/AdvancedRocketryBiomes.java,java.util.LinkedList,java.util.LinkedList,jdk
src/main/java/zmaster587/advancedRocketry/api/AdvancedRocketryBiomes.java,java.util.List,java.util.List,jdk
